system:index,Fecha,Hora,Temperatura,.geo
317,2022-07-11,,17.44999999999999,"{""type"":""MultiPoint"",""coordinates"":[]}"
318,2022-07-12,,14.529999999999973,"{""type"":""MultiPoint"",""coordinates"":[]}"
319,2022-07-12,,-1.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
320,2022-07-13,,14.329999999999984,"{""type"":""MultiPoint"",""coordinates"":[]}"
321,2022-07-13,,17.339999999999975,"{""type"":""MultiPoint"",""coordinates"":[]}"
322,2022-07-14,,14.310000000000002,"{""type"":""MultiPoint"",""coordinates"":[]}"
323,2022-07-14,,17.69999999999999,"{""type"":""MultiPoint"",""coordinates"":[]}"
324,2022-07-15,,9.279999999999973,"{""type"":""MultiPoint"",""coordinates"":[]}"
325,2022-07-15,,17.060000000000002,"{""type"":""MultiPoint"",""coordinates"":[]}"
326,2022-07-16,,12.800000000000011,"{""type"":""MultiPoint"",""coordinates"":[]}"
327,2022-07-16,,16.829999999999984,"{""type"":""MultiPoint"",""coordinates"":[]}"
328,2022-07-17,,16.310000000000002,"{""type"":""MultiPoint"",""coordinates"":[]}"
329,2022-07-17,,,"{""type"":""MultiPoint"",""coordinates"":[]}"
330,2022-07-18,,10.889999999999986,"{""type"":""MultiPoint"",""coordinates"":[]}"
331,2022-07-18,,8.819999999999993,"{""type"":""MultiPoint"",""coordinates"":[]}"
332,2022-07-19,,-1.8199999999999932,"{""type"":""MultiPoint"",""coordinates"":[]}"
333,2022-07-19,,9.100000000000023,"{""type"":""MultiPoint"",""coordinates"":[]}"
334,2022-07-20,,13.259999999999991,"{""type"":""MultiPoint"",""coordinates"":[]}"
335,2022-07-20,,4.529999999999973,"{""type"":""MultiPoint"",""coordinates"":[]}"
336,2022-07-21,,0.12999999999999545,"{""type"":""MultiPoint"",""coordinates"":[]}"
337,2022-07-21,,16.45999999999998,"{""type"":""MultiPoint"",""coordinates"":[]}"
338,2022-07-22,,,"{""type"":""MultiPoint"",""coordinates"":[]}"
339,2022-07-22,,12.680000000000007,"{""type"":""MultiPoint"",""coordinates"":[]}"
340,2022-07-23,,15.870000000000005,"{""type"":""MultiPoint"",""coordinates"":[]}"
341,2022-07-23,,17.55000000000001,"{""type"":""MultiPoint"",""coordinates"":[]}"
342,2022-07-24,,12.639999999999986,"{""type"":""MultiPoint"",""coordinates"":[]}"
343,2022-07-24,,11.180000000000007,"{""type"":""MultiPoint"",""coordinates"":[]}"
344,2022-07-25,,-3,"{""type"":""MultiPoint"",""coordinates"":[]}"
345,2022-07-25,,,"{""type"":""MultiPoint"",""coordinates"":[]}"
346,2022-07-26,,2.660000000000025,"{""type"":""MultiPoint"",""coordinates"":[]}"
347,2022-07-26,,-2.829999999999984,"{""type"":""MultiPoint"",""coordinates"":[]}"
348,2022-07-27,,6.850000000000023,"{""type"":""MultiPoint"",""coordinates"":[]}"
349,2022-07-27,,15.45999999999998,"{""type"":""MultiPoint"",""coordinates"":[]}"
350,2022-07-28,,16.089999999999975,"{""type"":""MultiPoint"",""coordinates"":[]}"
351,2022-07-28,,15.75,"{""type"":""MultiPoint"",""coordinates"":[]}"
352,2022-07-29,,14,"{""type"":""MultiPoint"",""coordinates"":[]}"
353,2022-07-29,,16.49000000000001,"{""type"":""MultiPoint"",""coordinates"":[]}"
354,2022-07-30,,16.649999999999977,"{""type"":""MultiPoint"",""coordinates"":[]}"
355,2022-07-30,,16.399999999999977,"{""type"":""MultiPoint"",""coordinates"":[]}"
356,2022-07-31,,,"{""type"":""MultiPoint"",""coordinates"":[]}"
357,2022-07-31,,15.339999999999975,"{""type"":""MultiPoint"",""coordinates"":[]}"
358,2022-08-01,,14.129999999999995,"{""type"":""MultiPoint"",""coordinates"":[]}"
359,2022-08-01,,18.75,"{""type"":""MultiPoint"",""coordinates"":[]}"
360,2022-08-02,,13.949999999999989,"{""type"":""MultiPoint"",""coordinates"":[]}"
361,2022-08-02,,19.95999999999998,"{""type"":""MultiPoint"",""coordinates"":[]}"
362,2022-08-03,,6.389999999999986,"{""type"":""MultiPoint"",""coordinates"":[]}"
363,2022-08-03,,1.5199999999999818,"{""type"":""MultiPoint"",""coordinates"":[]}"
364,2022-08-04,,8.220000000000027,"{""type"":""MultiPoint"",""coordinates"":[]}"
365,2022-08-04,,2.4399999999999977,"{""type"":""MultiPoint"",""coordinates"":[]}"
366,2022-08-05,,,"{""type"":""MultiPoint"",""coordinates"":[]}"
367,2022-08-05,,0.4900000000000091,"{""type"":""MultiPoint"",""coordinates"":[]}"
368,2022-08-06,,13.75,"{""type"":""MultiPoint"",""coordinates"":[]}"
369,2022-08-06,,11.689999999999998,"{""type"":""MultiPoint"",""coordinates"":[]}"
370,2022-08-07,,12.680000000000007,"{""type"":""MultiPoint"",""coordinates"":[]}"
371,2022-08-07,,16.810000000000002,"{""type"":""MultiPoint"",""coordinates"":[]}"
372,2022-08-08,,,"{""type"":""MultiPoint"",""coordinates"":[]}"
373,2022-08-08,,1.4599999999999795,"{""type"":""MultiPoint"",""coordinates"":[]}"
374,2022-08-09,,14.810000000000002,"{""type"":""MultiPoint"",""coordinates"":[]}"
375,2022-08-09,,4.779999999999973,"{""type"":""MultiPoint"",""coordinates"":[]}"
376,2022-08-10,,14.819999999999993,"{""type"":""MultiPoint"",""coordinates"":[]}"
377,2022-08-10,,,"{""type"":""MultiPoint"",""coordinates"":[]}"
378,2022-08-11,,16.44999999999999,"{""type"":""MultiPoint"",""coordinates"":[]}"
379,2022-08-11,,,"{""type"":""MultiPoint"",""coordinates"":[]}"
380,2022-08-12,,13.860000000000014,"{""type"":""MultiPoint"",""coordinates"":[]}"
381,2022-08-12,,15.089999999999975,"{""type"":""MultiPoint"",""coordinates"":[]}"
382,2022-08-13,,13.470000000000027,"{""type"":""MultiPoint"",""coordinates"":[]}"
383,2022-08-13,,16.20999999999998,"{""type"":""MultiPoint"",""coordinates"":[]}"
384,2022-08-14,,15.089999999999975,"{""type"":""MultiPoint"",""coordinates"":[]}"
385,2022-08-14,,16.120000000000005,"{""type"":""MultiPoint"",""coordinates"":[]}"
386,2022-08-15,,,"{""type"":""MultiPoint"",""coordinates"":[]}"
387,2022-08-15,,14.550000000000011,"{""type"":""MultiPoint"",""coordinates"":[]}"
388,2022-08-16,,,"{""type"":""MultiPoint"",""coordinates"":[]}"
389,2022-08-16,,16.860000000000014,"{""type"":""MultiPoint"",""coordinates"":[]}"
390,2022-08-17,,13.75,"{""type"":""MultiPoint"",""coordinates"":[]}"
391,2022-08-17,,16.660000000000025,"{""type"":""MultiPoint"",""coordinates"":[]}"
392,2022-08-18,,13.689999999999998,"{""type"":""MultiPoint"",""coordinates"":[]}"
393,2022-08-18,,16.920000000000016,"{""type"":""MultiPoint"",""coordinates"":[]}"
394,2022-08-19,,14.149999999999977,"{""type"":""MultiPoint"",""coordinates"":[]}"
395,2022-08-19,,,"{""type"":""MultiPoint"",""coordinates"":[]}"
396,2022-08-20,,11.29000000000002,"{""type"":""MultiPoint"",""coordinates"":[]}"
397,2022-08-20,,,"{""type"":""MultiPoint"",""coordinates"":[]}"
398,2022-08-21,,12.629999999999995,"{""type"":""MultiPoint"",""coordinates"":[]}"
399,2022-08-21,,,"{""type"":""MultiPoint"",""coordinates"":[]}"
400,2022-08-22,,11.889999999999986,"{""type"":""MultiPoint"",""coordinates"":[]}"
401,2022-08-22,,17.04000000000002,"{""type"":""MultiPoint"",""coordinates"":[]}"
402,2022-08-23,,12.339999999999975,"{""type"":""MultiPoint"",""coordinates"":[]}"
403,2022-08-23,,14.660000000000025,"{""type"":""MultiPoint"",""coordinates"":[]}"
404,2022-08-24,,12.430000000000007,"{""type"":""MultiPoint"",""coordinates"":[]}"
405,2022-08-24,,14.930000000000007,"{""type"":""MultiPoint"",""coordinates"":[]}"
406,2022-08-25,,,"{""type"":""MultiPoint"",""coordinates"":[]}"
407,2022-08-25,,15.029999999999973,"{""type"":""MultiPoint"",""coordinates"":[]}"
408,2022-08-26,,14.360000000000014,"{""type"":""MultiPoint"",""coordinates"":[]}"
409,2022-08-26,,14.990000000000009,"{""type"":""MultiPoint"",""coordinates"":[]}"
410,2022-08-27,,13.089999999999975,"{""type"":""MultiPoint"",""coordinates"":[]}"
411,2022-08-27,,12.310000000000002,"{""type"":""MultiPoint"",""coordinates"":[]}"
412,2022-08-28,,5.600000000000023,"{""type"":""MultiPoint"",""coordinates"":[]}"
413,2022-08-28,,16.139999999999986,"{""type"":""MultiPoint"",""coordinates"":[]}"
414,2022-08-29,,10.529999999999973,"{""type"":""MultiPoint"",""coordinates"":[]}"
415,2022-08-29,,,"{""type"":""MultiPoint"",""coordinates"":[]}"
416,2022-08-30,,1.6899999999999977,"{""type"":""MultiPoint"",""coordinates"":[]}"
417,2022-08-30,,7.420000000000016,"{""type"":""MultiPoint"",""coordinates"":[]}"
418,2022-08-31,,,"{""type"":""MultiPoint"",""coordinates"":[]}"
419,2022-08-31,,14.620000000000005,"{""type"":""MultiPoint"",""coordinates"":[]}"
420,2022-09-01,,12.509999999999991,"{""type"":""MultiPoint"",""coordinates"":[]}"
421,2022-09-01,,16.379999999999995,"{""type"":""MultiPoint"",""coordinates"":[]}"
422,2022-09-02,,,"{""type"":""MultiPoint"",""coordinates"":[]}"
423,2022-09-02,,15.259999999999991,"{""type"":""MultiPoint"",""coordinates"":[]}"
424,2022-09-03,,15.519999999999982,"{""type"":""MultiPoint"",""coordinates"":[]}"
425,2022-09-03,,15.300000000000011,"{""type"":""MultiPoint"",""coordinates"":[]}"
426,2022-09-04,,14.259999999999991,"{""type"":""MultiPoint"",""coordinates"":[]}"
427,2022-09-04,,-3,"{""type"":""MultiPoint"",""coordinates"":[]}"
428,2022-09-05,,4.389999999999986,"{""type"":""MultiPoint"",""coordinates"":[]}"
429,2022-09-05,,15.839999999999975,"{""type"":""MultiPoint"",""coordinates"":[]}"
430,2022-09-06,,14.529999999999973,"{""type"":""MultiPoint"",""coordinates"":[]}"
431,2022-09-06,,16.370000000000005,"{""type"":""MultiPoint"",""coordinates"":[]}"
432,2022-09-07,,13.800000000000011,"{""type"":""MultiPoint"",""coordinates"":[]}"
433,2022-09-07,,15.379999999999995,"{""type"":""MultiPoint"",""coordinates"":[]}"
434,2022-09-08,,13.300000000000011,"{""type"":""MultiPoint"",""coordinates"":[]}"
435,2022-09-08,,14.009999999999991,"{""type"":""MultiPoint"",""coordinates"":[]}"
436,2022-09-09,,12.660000000000025,"{""type"":""MultiPoint"",""coordinates"":[]}"
437,2022-09-09,,9.949999999999989,"{""type"":""MultiPoint"",""coordinates"":[]}"
438,2022-09-10,,,"{""type"":""MultiPoint"",""coordinates"":[]}"
439,2022-09-10,,16.180000000000007,"{""type"":""MultiPoint"",""coordinates"":[]}"
440,2022-09-11,,13.480000000000018,"{""type"":""MultiPoint"",""coordinates"":[]}"
441,2022-09-11,,15.170000000000016,"{""type"":""MultiPoint"",""coordinates"":[]}"
442,2022-09-12,,13.339999999999975,"{""type"":""MultiPoint"",""coordinates"":[]}"
443,2022-09-12,,15.410000000000025,"{""type"":""MultiPoint"",""coordinates"":[]}"
444,2022-09-13,,12.970000000000027,"{""type"":""MultiPoint"",""coordinates"":[]}"
445,2022-09-13,,,"{""type"":""MultiPoint"",""coordinates"":[]}"
446,2022-09-14,,12.29000000000002,"{""type"":""MultiPoint"",""coordinates"":[]}"
447,2022-09-14,,15.259999999999991,"{""type"":""MultiPoint"",""coordinates"":[]}"
448,2022-09-15,,12.329999999999984,"{""type"":""MultiPoint"",""coordinates"":[]}"
449,2022-09-15,,14.399999999999977,"{""type"":""MultiPoint"",""coordinates"":[]}"
450,2022-09-16,,-0.6100000000000136,"{""type"":""MultiPoint"",""coordinates"":[]}"
451,2022-09-16,,-3,"{""type"":""MultiPoint"",""coordinates"":[]}"
452,2022-09-17,,1.6399999999999864,"{""type"":""MultiPoint"",""coordinates"":[]}"
453,2022-09-17,,14.70999999999998,"{""type"":""MultiPoint"",""coordinates"":[]}"
454,2022-09-18,,,"{""type"":""MultiPoint"",""coordinates"":[]}"
455,2022-09-18,,14.310000000000002,"{""type"":""MultiPoint"",""coordinates"":[]}"
456,2022-09-19,,,"{""type"":""MultiPoint"",""coordinates"":[]}"
457,2022-09-19,,14.579999999999984,"{""type"":""MultiPoint"",""coordinates"":[]}"
458,2022-09-20,,13.519999999999982,"{""type"":""MultiPoint"",""coordinates"":[]}"
459,2022-09-20,,-2.490000000000009,"{""type"":""MultiPoint"",""coordinates"":[]}"
460,2022-09-21,,10.310000000000002,"{""type"":""MultiPoint"",""coordinates"":[]}"
461,2022-09-21,,12.240000000000009,"{""type"":""MultiPoint"",""coordinates"":[]}"
462,2022-09-22,,-3,"{""type"":""MultiPoint"",""coordinates"":[]}"
463,2022-09-22,,,"{""type"":""MultiPoint"",""coordinates"":[]}"
464,2022-09-23,,13.45999999999998,"{""type"":""MultiPoint"",""coordinates"":[]}"
465,2022-09-23,,17.279999999999973,"{""type"":""MultiPoint"",""coordinates"":[]}"
466,2022-09-24,,12.230000000000018,"{""type"":""MultiPoint"",""coordinates"":[]}"
467,2022-09-24,,17.079999999999984,"{""type"":""MultiPoint"",""coordinates"":[]}"
468,2022-09-25,,12.589999999999975,"{""type"":""MultiPoint"",""coordinates"":[]}"
469,2022-09-25,,16.310000000000002,"{""type"":""MultiPoint"",""coordinates"":[]}"
470,2022-09-26,,12.149999999999977,"{""type"":""MultiPoint"",""coordinates"":[]}"
471,2022-09-26,,16,"{""type"":""MultiPoint"",""coordinates"":[]}"
472,2022-09-27,,,"{""type"":""MultiPoint"",""coordinates"":[]}"
473,2022-09-27,,16.069999999999993,"{""type"":""MultiPoint"",""coordinates"":[]}"
474,2022-09-28,,15.660000000000025,"{""type"":""MultiPoint"",""coordinates"":[]}"
475,2022-09-28,,13.860000000000014,"{""type"":""MultiPoint"",""coordinates"":[]}"
476,2022-09-29,,15.480000000000018,"{""type"":""MultiPoint"",""coordinates"":[]}"
477,2022-09-29,,15.480000000000018,"{""type"":""MultiPoint"",""coordinates"":[]}"
478,2022-09-30,,9.019999999999982,"{""type"":""MultiPoint"",""coordinates"":[]}"
479,2022-09-30,,-3,"{""type"":""MultiPoint"",""coordinates"":[]}"
480,2022-10-01,,13.449999999999989,"{""type"":""MultiPoint"",""coordinates"":[]}"
481,2022-10-01,,15.120000000000005,"{""type"":""MultiPoint"",""coordinates"":[]}"
482,2022-10-02,,12.629999999999995,"{""type"":""MultiPoint"",""coordinates"":[]}"
483,2022-10-02,,15.079999999999984,"{""type"":""MultiPoint"",""coordinates"":[]}"
484,2022-10-03,,13.509999999999991,"{""type"":""MultiPoint"",""coordinates"":[]}"
485,2022-10-03,,15.220000000000027,"{""type"":""MultiPoint"",""coordinates"":[]}"
486,2022-10-04,,13.009999999999991,"{""type"":""MultiPoint"",""coordinates"":[]}"
487,2022-10-04,,14.810000000000002,"{""type"":""MultiPoint"",""coordinates"":[]}"
488,2022-10-05,,13.70999999999998,"{""type"":""MultiPoint"",""coordinates"":[]}"
489,2022-10-05,,15.620000000000005,"{""type"":""MultiPoint"",""coordinates"":[]}"
490,2022-10-06,,14.240000000000009,"{""type"":""MultiPoint"",""coordinates"":[]}"
491,2022-10-06,,13.70999999999998,"{""type"":""MultiPoint"",""coordinates"":[]}"
492,2022-10-07,,8.129999999999995,"{""type"":""MultiPoint"",""coordinates"":[]}"
493,2022-10-07,,5.740000000000009,"{""type"":""MultiPoint"",""coordinates"":[]}"
494,2022-10-08,,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
495,2022-10-08,,,"{""type"":""MultiPoint"",""coordinates"":[]}"
496,2022-10-09,,13.759999999999991,"{""type"":""MultiPoint"",""coordinates"":[]}"
497,2022-10-09,,7.75,"{""type"":""MultiPoint"",""coordinates"":[]}"
498,2022-10-10,,12.910000000000025,"{""type"":""MultiPoint"",""coordinates"":[]}"
499,2022-10-10,,15.649999999999977,"{""type"":""MultiPoint"",""coordinates"":[]}"
500,2022-10-11,,13.009999999999991,"{""type"":""MultiPoint"",""coordinates"":[]}"
501,2022-10-11,,14.399999999999977,"{""type"":""MultiPoint"",""coordinates"":[]}"
502,2022-10-12,,12.420000000000016,"{""type"":""MultiPoint"",""coordinates"":[]}"
503,2022-10-12,,13.889999999999986,"{""type"":""MultiPoint"",""coordinates"":[]}"
504,2022-10-13,,12.269999999999982,"{""type"":""MultiPoint"",""coordinates"":[]}"
505,2022-10-13,,14.95999999999998,"{""type"":""MultiPoint"",""coordinates"":[]}"
506,2022-10-14,,13.490000000000009,"{""type"":""MultiPoint"",""coordinates"":[]}"
507,2022-10-14,,15.439999999999998,"{""type"":""MultiPoint"",""coordinates"":[]}"
508,2022-10-15,,12.550000000000011,"{""type"":""MultiPoint"",""coordinates"":[]}"
509,2022-10-15,,6.889999999999986,"{""type"":""MultiPoint"",""coordinates"":[]}"
510,2022-10-16,,10.550000000000011,"{""type"":""MultiPoint"",""coordinates"":[]}"
511,2022-10-16,,14.25,"{""type"":""MultiPoint"",""coordinates"":[]}"
512,2022-10-17,,13.779999999999973,"{""type"":""MultiPoint"",""coordinates"":[]}"
513,2022-10-17,,15.170000000000016,"{""type"":""MultiPoint"",""coordinates"":[]}"
514,2022-10-18,,13.910000000000025,"{""type"":""MultiPoint"",""coordinates"":[]}"
515,2022-10-18,,5.980000000000018,"{""type"":""MultiPoint"",""coordinates"":[]}"
516,2022-10-19,,-3,"{""type"":""MultiPoint"",""coordinates"":[]}"
517,2022-10-19,,9.639999999999986,"{""type"":""MultiPoint"",""coordinates"":[]}"
518,2022-10-20,,7.3700000000000045,"{""type"":""MultiPoint"",""coordinates"":[]}"
519,2022-10-20,,4.649999999999977,"{""type"":""MultiPoint"",""coordinates"":[]}"
520,2022-10-21,,13.220000000000027,"{""type"":""MultiPoint"",""coordinates"":[]}"
521,2022-10-21,,16.49000000000001,"{""type"":""MultiPoint"",""coordinates"":[]}"
522,2022-10-22,,,"{""type"":""MultiPoint"",""coordinates"":[]}"
523,2022-10-22,,16.170000000000016,"{""type"":""MultiPoint"",""coordinates"":[]}"
524,2022-10-23,,12.720000000000027,"{""type"":""MultiPoint"",""coordinates"":[]}"
525,2022-10-23,,13.910000000000025,"{""type"":""MultiPoint"",""coordinates"":[]}"
526,2022-10-24,,5.8700000000000045,"{""type"":""MultiPoint"",""coordinates"":[]}"
527,2022-10-24,,-0.9900000000000091,"{""type"":""MultiPoint"",""coordinates"":[]}"
528,2022-10-25,,-3,"{""type"":""MultiPoint"",""coordinates"":[]}"
529,2022-10-25,,,"{""type"":""MultiPoint"",""coordinates"":[]}"
530,2022-10-26,,5.449999999999989,"{""type"":""MultiPoint"",""coordinates"":[]}"
531,2022-10-26,,12.870000000000005,"{""type"":""MultiPoint"",""coordinates"":[]}"
532,2022-10-27,,3.569999999999993,"{""type"":""MultiPoint"",""coordinates"":[]}"
533,2022-10-27,,14.329999999999984,"{""type"":""MultiPoint"",""coordinates"":[]}"
534,2022-10-28,,11.720000000000027,"{""type"":""MultiPoint"",""coordinates"":[]}"
535,2022-10-28,,8.089999999999975,"{""type"":""MultiPoint"",""coordinates"":[]}"
536,2022-10-29,,6.009999999999991,"{""type"":""MultiPoint"",""coordinates"":[]}"
537,2022-10-29,,15.129999999999995,"{""type"":""MultiPoint"",""coordinates"":[]}"
538,2022-10-30,,9.180000000000007,"{""type"":""MultiPoint"",""coordinates"":[]}"
539,2022-10-30,,12.800000000000011,"{""type"":""MultiPoint"",""coordinates"":[]}"
540,2022-10-31,,10.430000000000007,"{""type"":""MultiPoint"",""coordinates"":[]}"
541,2022-10-31,,13.930000000000007,"{""type"":""MultiPoint"",""coordinates"":[]}"
542,2022-11-01,,11.550000000000011,"{""type"":""MultiPoint"",""coordinates"":[]}"
543,2022-11-01,,13.350000000000023,"{""type"":""MultiPoint"",""coordinates"":[]}"
544,2022-11-02,,13.079999999999984,"{""type"":""MultiPoint"",""coordinates"":[]}"
545,2022-11-02,,-3,"{""type"":""MultiPoint"",""coordinates"":[]}"
546,2022-11-03,,13.339999999999975,"{""type"":""MultiPoint"",""coordinates"":[]}"
547,2022-11-03,,13.25,"{""type"":""MultiPoint"",""coordinates"":[]}"
548,2022-11-04,,15.360000000000014,"{""type"":""MultiPoint"",""coordinates"":[]}"
549,2022-11-04,,16.24000000000001,"{""type"":""MultiPoint"",""coordinates"":[]}"
550,2022-11-05,,6.850000000000023,"{""type"":""MultiPoint"",""coordinates"":[]}"
551,2022-11-05,,15.779999999999973,"{""type"":""MultiPoint"",""coordinates"":[]}"
552,2022-11-06,,12.45999999999998,"{""type"":""MultiPoint"",""coordinates"":[]}"
553,2022-11-06,,16.370000000000005,"{""type"":""MultiPoint"",""coordinates"":[]}"
554,2022-11-07,,15.129999999999995,"{""type"":""MultiPoint"",""coordinates"":[]}"
555,2022-11-07,,16.819999999999993,"{""type"":""MultiPoint"",""coordinates"":[]}"
556,2022-11-08,,13.149999999999977,"{""type"":""MultiPoint"",""coordinates"":[]}"
557,2022-11-08,,12.060000000000002,"{""type"":""MultiPoint"",""coordinates"":[]}"
558,2022-11-09,,18.75,"{""type"":""MultiPoint"",""coordinates"":[]}"
559,2022-11-09,,14.990000000000009,"{""type"":""MultiPoint"",""coordinates"":[]}"
560,2022-11-10,,12.75,"{""type"":""MultiPoint"",""coordinates"":[]}"
561,2022-11-10,,15.579999999999984,"{""type"":""MultiPoint"",""coordinates"":[]}"
562,2022-11-11,,2.3999999999999773,"{""type"":""MultiPoint"",""coordinates"":[]}"
563,2022-11-11,,,"{""type"":""MultiPoint"",""coordinates"":[]}"
564,2022-11-12,,13,"{""type"":""MultiPoint"",""coordinates"":[]}"
565,2022-11-12,,16.189999999999998,"{""type"":""MultiPoint"",""coordinates"":[]}"
566,2022-11-13,,12.360000000000014,"{""type"":""MultiPoint"",""coordinates"":[]}"
567,2022-11-13,,16.670000000000016,"{""type"":""MultiPoint"",""coordinates"":[]}"
568,2022-11-14,,14.379999999999995,"{""type"":""MultiPoint"",""coordinates"":[]}"
569,2022-11-14,,19.29000000000002,"{""type"":""MultiPoint"",""coordinates"":[]}"
570,2022-11-15,,17.20999999999998,"{""type"":""MultiPoint"",""coordinates"":[]}"
571,2022-11-15,,3.569999999999993,"{""type"":""MultiPoint"",""coordinates"":[]}"
572,2022-11-16,,,"{""type"":""MultiPoint"",""coordinates"":[]}"
573,2022-11-16,,-3,"{""type"":""MultiPoint"",""coordinates"":[]}"
574,2022-11-17,,15.589999999999975,"{""type"":""MultiPoint"",""coordinates"":[]}"
575,2022-11-17,,-2.1000000000000227,"{""type"":""MultiPoint"",""coordinates"":[]}"
576,2022-11-18,,17.50999999999999,"{""type"":""MultiPoint"",""coordinates"":[]}"
577,2022-11-18,,18.079999999999984,"{""type"":""MultiPoint"",""coordinates"":[]}"
578,2022-11-19,,14.389999999999986,"{""type"":""MultiPoint"",""coordinates"":[]}"
579,2022-11-19,,,"{""type"":""MultiPoint"",""coordinates"":[]}"
580,2022-11-20,,16.769999999999982,"{""type"":""MultiPoint"",""coordinates"":[]}"
581,2022-11-20,,17.44999999999999,"{""type"":""MultiPoint"",""coordinates"":[]}"
582,2022-11-21,,16.829999999999984,"{""type"":""MultiPoint"",""coordinates"":[]}"
583,2022-11-21,,17.310000000000002,"{""type"":""MultiPoint"",""coordinates"":[]}"
584,2022-11-22,,17.129999999999995,"{""type"":""MultiPoint"",""coordinates"":[]}"
585,2022-11-22,,17.420000000000016,"{""type"":""MultiPoint"",""coordinates"":[]}"
586,2022-11-23,,17.24000000000001,"{""type"":""MultiPoint"",""coordinates"":[]}"
587,2022-11-23,,16.379999999999995,"{""type"":""MultiPoint"",""coordinates"":[]}"
588,2022-11-24,,16.870000000000005,"{""type"":""MultiPoint"",""coordinates"":[]}"
589,2022-11-24,,16.910000000000025,"{""type"":""MultiPoint"",""coordinates"":[]}"
590,2022-11-25,,14.089999999999975,"{""type"":""MultiPoint"",""coordinates"":[]}"
591,2022-11-25,,17.80000000000001,"{""type"":""MultiPoint"",""coordinates"":[]}"
592,2022-11-26,,14.089999999999975,"{""type"":""MultiPoint"",""coordinates"":[]}"
593,2022-11-26,,17.589999999999975,"{""type"":""MultiPoint"",""coordinates"":[]}"
594,2022-11-27,,18,"{""type"":""MultiPoint"",""coordinates"":[]}"
595,2022-11-27,,,"{""type"":""MultiPoint"",""coordinates"":[]}"
596,2022-11-28,,13.170000000000016,"{""type"":""MultiPoint"",""coordinates"":[]}"
597,2022-11-28,,14.95999999999998,"{""type"":""MultiPoint"",""coordinates"":[]}"
598,2022-11-29,,19.94999999999999,"{""type"":""MultiPoint"",""coordinates"":[]}"
599,2022-11-29,,20.839999999999975,"{""type"":""MultiPoint"",""coordinates"":[]}"
600,2022-11-30,,19.829999999999984,"{""type"":""MultiPoint"",""coordinates"":[]}"
601,2022-11-30,,20.160000000000025,"{""type"":""MultiPoint"",""coordinates"":[]}"
602,2022-12-01,,15.920000000000016,"{""type"":""MultiPoint"",""coordinates"":[]}"
603,2022-12-01,,20.00999999999999,"{""type"":""MultiPoint"",""coordinates"":[]}"
604,2022-12-02,,19.079999999999984,"{""type"":""MultiPoint"",""coordinates"":[]}"
605,2022-12-02,,17.180000000000007,"{""type"":""MultiPoint"",""coordinates"":[]}"
606,2022-12-03,,15.20999999999998,"{""type"":""MultiPoint"",""coordinates"":[]}"
607,2022-12-03,,20.100000000000023,"{""type"":""MultiPoint"",""coordinates"":[]}"
608,2022-12-04,,18.970000000000027,"{""type"":""MultiPoint"",""coordinates"":[]}"
609,2022-12-04,,19.79000000000002,"{""type"":""MultiPoint"",""coordinates"":[]}"
610,2022-12-05,,18.930000000000007,"{""type"":""MultiPoint"",""coordinates"":[]}"
611,2022-12-05,,17.850000000000023,"{""type"":""MultiPoint"",""coordinates"":[]}"
612,2022-12-06,,18.79000000000002,"{""type"":""MultiPoint"",""coordinates"":[]}"
613,2022-12-06,,18.319999999999993,"{""type"":""MultiPoint"",""coordinates"":[]}"
614,2022-12-07,,17.939999999999998,"{""type"":""MultiPoint"",""coordinates"":[]}"
615,2022-12-07,,18.74000000000001,"{""type"":""MultiPoint"",""coordinates"":[]}"
616,2022-12-08,,18.19999999999999,"{""type"":""MultiPoint"",""coordinates"":[]}"
617,2022-12-08,,18.620000000000005,"{""type"":""MultiPoint"",""coordinates"":[]}"
618,2022-12-09,,18.089999999999975,"{""type"":""MultiPoint"",""coordinates"":[]}"
619,2022-12-09,,-3,"{""type"":""MultiPoint"",""coordinates"":[]}"
620,2022-12-10,,17.70999999999998,"{""type"":""MultiPoint"",""coordinates"":[]}"
621,2022-12-10,,11.800000000000011,"{""type"":""MultiPoint"",""coordinates"":[]}"
622,2022-12-11,,,"{""type"":""MultiPoint"",""coordinates"":[]}"
623,2022-12-11,,17.160000000000025,"{""type"":""MultiPoint"",""coordinates"":[]}"
624,2022-12-12,,16.480000000000018,"{""type"":""MultiPoint"",""coordinates"":[]}"
625,2022-12-12,,-3,"{""type"":""MultiPoint"",""coordinates"":[]}"
626,2022-12-13,,3.329999999999984,"{""type"":""MultiPoint"",""coordinates"":[]}"
627,2022-12-13,,-1.6399999999999864,"{""type"":""MultiPoint"",""coordinates"":[]}"
628,2022-12-14,,13.579999999999984,"{""type"":""MultiPoint"",""coordinates"":[]}"
629,2022-12-14,,,"{""type"":""MultiPoint"",""coordinates"":[]}"
630,2022-12-15,,12.360000000000014,"{""type"":""MultiPoint"",""coordinates"":[]}"
631,2022-12-15,,4.230000000000018,"{""type"":""MultiPoint"",""coordinates"":[]}"
632,2022-12-16,,8.259999999999991,"{""type"":""MultiPoint"",""coordinates"":[]}"
633,2022-12-16,,-1.7699999999999818,"{""type"":""MultiPoint"",""coordinates"":[]}"
